2025-02-03 01:20:00,-1.6642632653061247
2025-02-03 01:50:00,-4.032275112060821
2025-02-03 02:35:00,-6.914565588251293
2025-02-03 02:50:00,-9.940865627474668
2025-02-03 03:20:00,-12.656773514228966
2025-02-03 08:40:00,-17.703454462541657
2025-02-03 09:45:00,-21.308294903387356
2025-02-03 09:50:00,-28.243932934185302
2025-02-03 10:05:00,-34.51726783014921
2025-02-03 15:00:00,-22.354338677969487
2025-02-03 18:30:00,-24.472297577946264
2025-02-03 21:40:00,-22.126585722894664
2025-02-03 22:30:00,-17.385773637644007
2025-02-03 23:15:00,-20.050833175216273
2025-02-04 01:50:00,-22.794559106009093
2025-02-04 08:25:00,-20.331775204764458
2025-02-04 13:30:00,-22.396900599410987
2025-02-04 20:30:00,-23.793446887816465
2025-02-05 05:00:00,-25.50177112748964
2025-02-07 06:10:00,-27.025618985506764
2025-02-07 23:10:00,-24.63937448789912
2025-02-08 05:35:00,-25.719400561825193
2025-02-09 03:20:00,-26.655300654805195
2025-02-10 06:25:00,-24.69434877381183
2025-02-10 07:45:00,-26.123261199707024
2025-02-10 10:05:00,-27.16500667176868
2025-02-10 13:50:00,-28.50537633469003
2025-02-13 00:25:00,-25.088719627937017
2025-02-13 01:25:00,-26.261378279913682
2025-02-18 16:45:00,-27.780865939983542
2025-02-22 01:35:00,-29.3077132786757
2025-02-23 04:10:00,-32.625841169436875
2025-02-23 04:15:00,-28.544952043077668
2025-02-23 05:15:00,-23.938073153320055
2025-02-23 16:15:00,-28.045661135006434
2025-02-23 16:40:00,-29.591068446716164
2025-02-23 20:10:00,-31.21193199919597
2025-02-24 19:20:00,-28.85821385674089
2025-02-25 06:55:00,-30.658143084198436
2025-02-25 15:20:00,-32.33418414510217
2025-02-25 15:30:00,-34.18843599325401
2025-02-25 15:50:00,-30.683085611574622
2025-02-25 20:05:00,-32.238117787120274
2025-02-25 23:25:00,-29.63270865839366
2025-02-26 04:05:00,-31.18005979166655
2025-02-26 10:30:00,-28.868790557501903
2025-02-26 23:10:00,-30.624613702573882
2025-02-27 01:30:00,-26.908467294215146
2025-02-28 11:15:00,-24.45555090077253
