Trading Pair,Biggest Win,Biggest Loss,Average Win,Average Loss,Risk-Reward Ratio,Win Rate,Longest Win Streak,Longest Loss Streak,Last PnL Value,Total Wins,Total Losses
OMNIUSDT,10.211997203044785,-12.750687467588588,2.969967000963501,-1.7749017595169994,1.673313458076526,0.5208333333333334,5,5,32.86776560363465,74.24917502408752,-40.82274046889098
1000PEPEUSDT,9.63546101380781,-10.29282535338685,3.1087488121683,-1.4712047934040746,2.113063270393019,0.4791666666666667,4,7,32.44806835473516,71.50122267987089,-36.78011983510186
SPXUSDT,13.367949687545412,-10.193372336238404,4.752050561680271,-2.5532160744201797,1.861201881536577,0.4375,5,5,32.37073436593858,99.7930617952857,-68.93683400934484
BSWUSDT,17.088972214182338,-9.244709892594672,3.3108271102505054,-1.37899291320674,2.400902193580848,0.4375,3,8,32.345040758770814,69.52736931526061,-37.23280865658198
GIGAUSDT,9.57896616479606,-8.475803672532521,3.678928941060796,-2.801196833123289,1.313341817882483,0.5208333333333334,5,4,31.139034961690367,91.97322352651987,-64.42752716183566
10000COQUSDT,13.642255747711108,-7.290133094384699,3.89882892234824,-1.9365680950012645,2.0132671463565006,0.4468085106382978,3,4,30.95344685660592,81.87540736931304,-50.35077047003287
SOLUSDT,10.03641003861004,-6.17026361487212,2.308677603794046,-1.1699268026723104,1.973352177692345,0.5208333333333334,4,3,30.50607586228465,57.716940094851154,-26.908316461463137
HBARUSDT,8.412339256734228,-11.958932634846708,3.839249720135194,-1.6513402344608166,2.324929557226441,0.4166666666666667,4,5,30.293626699945428,76.78499440270387,-46.23752656490287
LTCUSDT,8.462352376728036,-7.6562205729454735,3.248550892503025,-1.4052809148548102,2.311673671906842,0.4375,4,6,30.26468711095054,68.21956874256354,-37.94258470107987
RSRUSDT,9.594079856267165,-10.279610832232486,3.256303770604547,-1.8141490445905224,1.794948314921687,0.4791666666666667,5,6,29.83592865129678,74.89498672390458,-45.35372611476306
SSVUSDT,10.28854215761286,-9.846297995545662,3.602411812074325,-1.561545567896507,2.306952730765958,0.4166666666666667,4,6,28.18491079331853,72.0482362414865,-43.72327590110219
NULSUSDT,7.9578000000000015,-3.818647069513864,2.444677642190769,-1.124508519469176,2.173996550372761,0.4791666666666667,5,4,27.45858473334384,56.22758577038769,-28.1127129867294
SWARMSUSDT,23.65606944140198,-15.830905057000866,9.48753434970126,-5.380175407143293,1.76342472721328,0.375,3,8,26.986389167141088,142.3130152455189,-134.5043851785823
SUPERUSDT,9.528263946338743,-12.719060367188815,3.2351131450061468,-1.8907858384626983,1.7109886689422489,0.4791666666666667,4,5,26.3220330395075,74.40760233514138,-47.26964596156746
IMXUSDT,8.175476537585418,-7.156056922861531,3.1493504061338053,-1.309558531228738,2.404894726758658,0.4166666666666667,3,6,26.03237572357684,62.98700812267611,-36.667638874404666
INJUSDT,10.755274590103134,-9.658631008490048,2.851463443399511,-1.74090263627126,1.637922411047006,0.5,4,4,26.0125732396912,68.43512264158826,-41.78166327051024
SUSDT,11.710947410358571,-12.205223758099358,3.956062764659676,-1.9698337501540228,2.00832317161301,0.46875,3,4,24.94697237292745,59.34094146989514,-33.48717375261839
CVXUSDT,11.108911111111102,-9.325116666666684,4.54030351125645,-1.8680003210671612,2.4305689137476385,0.375,4,11,24.7182096074874,81.72546320261611,-56.04000963201484
TIAUSDT,8.011217815877743,-11.903397604790422,3.2462635210341126,-1.5791749475964525,2.055670605701424,0.4375,7,5,24.67416126765179,68.17153394171636,-42.63772358510421
JTOUSDT,9.141697996357006,-9.710549980023965,3.002219305744843,-1.845420634756677,1.626848236765648,0.4791666666666667,4,4,22.81992841228047,69.05104403213139,-46.135515868916926
DYDXUSDT,9.948659950859946,-9.64997947932618,3.266785222356726,-1.318850749960599,2.476993869438465,0.3958333333333333,3,6,22.25648527333715,62.068919224777794,-38.24667174885737
COMPUSDT,7.533149919455882,-10.068312177436551,2.741443166909813,-1.3642903414786782,2.0094279667321517,0.4468085106382978,3,5,21.64455018183192,57.57030650510608,-35.47154887844563
HIGHUSDT,10.330605071315372,-6.719547956131599,2.8657505086846315,-1.092176472837707,2.6238896185328016,0.3958333333333333,3,5,21.628056398034268,54.449259665008,-31.673117712293504
ANIMEUSDT,8.098358659217869,-9.13753834586467,1.9399571571591572,-2.219097159895929,0.8742101031980668,0.625,5,2,21.15410062062684,29.09935735738736,-19.971874439063367
GRASSUSDT,11.680005107417909,-18.28611291498377,3.847920746600028,-2.1874323891061582,1.7591038542555315,0.4375,4,6,20.61589394377552,80.80633567860059,-59.060674505866274
ALTUSDT,9.346824002988704,-9.500041399681882,3.0708365158412585,-1.6513290553676574,1.8596151420333105,0.4468085106382978,3,5,20.51378783265976,64.48756683266643,-42.93455543955909
AAVEUSDT,8.186075126044242,-10.18755511102954,3.0649290074367666,-1.5240401199496956,2.0110553307073906,0.425531914893617,4,5,20.48942634906465,61.29858014873533,-41.14908323864178
UNIUSDT,7.435306429379697,-10.924718787250583,2.6955762119423503,-1.330073469194321,2.02663708011195,0.4375,5,6,20.144415768191514,56.60710045078935,-35.91198366824667
STMXUSDT,11.29424921552437,-9.731067623604458,3.3151509706858544,-1.3022505592623204,2.545709001318281,0.375,5,6,19.79191586852104,59.67271747234538,-39.06751677786961
AIUSDT,14.946021521837013,-17.076332492113565,3.86989726386384,-2.471791069605961,1.5656247453312293,0.4583333333333333,4,6,19.7461649777056,85.13773980500447,-64.26656780975499
ACHUSDT,18.852122403588176,-17.68356375288387,3.898303688592581,-2.5137136742054427,1.5508145293535835,0.4583333333333333,4,6,19.7079150434452,85.76268114903678,-65.3565555293415
COTIUSDT,8.617428124615202,-13.167199205971109,3.352835703031168,-1.662630297378329,2.0165852314359918,0.4166666666666667,4,7,19.611216461147343,67.05671406062336,-46.55364832659321
GUSDT,7.231242930953497,-9.8271576510446,2.078278931561698,-1.1087949369039507,1.8743582446045464,0.4791666666666667,4,4,19.00451649996458,47.800415425919056,-27.719873422598766
EDUUSDT,8.074723076923078,-6.3113482649842325,2.464016217570938,-1.2287152350683888,2.0053598647157607,0.4468085106382978,4,5,18.99248518378904,51.7443405689897,-31.946596111778103
GMXUSDT,8.59585972988397,-7.900415465961656,2.861178252191922,-1.0854654202987306,2.635899954698232,0.375,3,5,18.935045930492684,51.5012085394546,-32.56396260896192
JELLYJELLYUSDT,25.037419651347072,-21.484070730425632,10.033791039601542,-7.670363045548387,1.308124658509457,0.4117647058823529,3,4,18.916234698358,70.2365372772108,-76.70363045548388
1000NEIROCTOUSDT,13.877926182965298,-8.8158627020433,4.825439075191873,-2.232232898201417,2.161709505795693,0.375,4,5,18.77880261430777,86.85790335345372,-66.96698694604251
MANEKIUSDT,6.517196551724137,-6.530389910979238,2.2461563541595257,-1.667865679309061,1.3467249683379965,0.5319148936170213,4,5,18.701862927392938,56.15390885398814,-36.69304494479934
1000MUMUUSDT,16.716517468249005,-13.180696868475984,5.738538123050711,-3.3460363465744045,1.7150256388953142,0.4166666666666667,5,6,18.669333070575497,114.7707624610142,-93.68901770408333
DATAUSDT,7.209761301671058,-4.829786206896564,2.5235255261456477,-1.208295139398234,2.088500933143236,0.4375,3,4,18.581039942692527,52.99403604905859,-32.62396876375232
HYPEUSDT,10.116076784943456,-7.345096174863384,3.7386101189332392,-2.0273816356498235,1.8440583919637443,0.4166666666666667,3,6,18.45227153406515,74.77220237866479,-56.766685798195056
MYROUSDT,10.596469623059868,-10.95192067039106,3.0112265168964027,-1.63555501145286,1.8411037817808011,0.4375,4,4,18.31068815777224,63.23575685482446,-44.15998530922722
DEGENUSDT,10.602810397069025,-11.193632396251656,3.812284341241872,-1.8456740890550187,2.0655241160121363,0.3958333333333333,4,8,18.19872726794202,72.43340248359557,-53.52454858259554
NMRUSDT,9.447332964541577,-7.685633317951088,3.190961243481868,-1.181107036824056,2.701669826692609,0.3617021276595745,4,5,18.16843347641592,54.24634113919176,-35.43321110472168
MICHIUSDT,16.071178466914173,-16.487528058028357,7.241061576444835,-3.422960532704448,2.115438231688796,0.35,2,3,17.910179665008638,50.687431035113846,-44.49848692515782
GASUSDT,5.812614814814813,-10.623015581253798,1.885796536325279,-1.4126656794380257,1.3349206141084071,0.5416666666666666,4,3,17.657861402930326,49.03070994445726,-31.07864494763656
KMNOUSDT,8.124975242216156,-8.621291751621877,3.3200633510594777,-1.8024497409996647,1.8419727749069563,0.4166666666666667,5,5,16.752680878961407,66.40126702118955,-50.46859274799061
TRUUSDT,10.301602846823878,-10.974638897555906,2.698347436061464,-1.449746488384196,1.861254679822599,0.4375,4,5,16.642440093416575,56.66529615729074,-39.14315518637329
DUSKUSDT,7.471509560889457,-8.242905251054054,2.9207289625946644,-1.278066741340198,2.285271080234784,0.3958333333333333,3,5,16.42788868835481,55.49385028929862,-37.06393549886575
COWUSDT,10.000012878955523,-9.605374603174605,3.688714659467805,-1.8640748738262725,1.9788446865850435,0.3958333333333333,3,5,16.418005879597427,70.0855785298883,-54.0581713409619
OSMOUSDT,14.49954486234974,-7.447341065830727,2.1874003511492144,-1.186765558861063,1.8431613007445704,0.4583333333333333,3,5,16.16580209599397,48.12280772528271,-30.85590453038764
RADUSDT,9.718585935884173,-3.780240141676509,2.486259569354453,-1.138891342449437,2.183052479797769,0.4166666666666667,4,7,16.127284380351213,49.72519138708906,-31.888957588584223
CRVUSDT,10.732922520420065,-9.429146631671037,4.080421228883907,-1.720754043445784,2.371298352850548,0.3541666666666667,3,6,16.086902330621214,69.36716089102642,-53.3433753468193
TAIUSDT,13.060216472801082,-14.6821667497922,4.044873724898255,-2.4986067989086003,1.618851644310369,0.4375,4,9,15.9798435685412,84.94234822286336,-67.46238357053221
BBUSDT,9.810884112149534,-10.47474150702427,3.5099302240981443,-1.8810394161520343,1.865952512190449,0.4166666666666667,3,4,15.92691285686401,70.19860448196289,-52.669103652256965
ATOMUSDT,8.025939871715284,-6.809653416149069,2.1904601123406064,-1.258055403457317,1.7411475729295445,0.4680851063829787,2,3,15.889215242774254,48.19012247149334,-31.45138508643293
ROSEUSDT,9.469683686123576,-13.793467305644295,2.625653396067407,-1.4989373202891991,1.7516765781512622,0.4375,3,4,15.768992913758323,55.138721317415545,-40.47130764780838
SAFEUSDT,6.890845953639701,-9.225500970873789,2.4378585910161203,-1.4438164969784582,1.6884822940574098,0.4583333333333333,4,4,15.591204848653383,53.63288900235465,-37.53922892143992
MBLUSDT,6.3127480415667385,-7.730437791932072,3.032406489565811,-1.4351640681080438,2.112933675634305,0.3829787234042553,5,6,15.543941419633928,54.5833168121846,-41.61975797513327
VELODROMEUSDT,8.174791150442463,-9.295352414010717,3.438098000713071,-1.508045002709968,2.279837799624536,0.375,3,6,15.255595364375417,61.88576401283528,-45.241350081299046
1000TOSHIUSDT,19.944414899296287,-16.48148043687761,5.4412282051357375,-4.049881612108478,1.3435524112278647,0.4583333333333333,4,5,15.232486304312678,119.70702051298622,-105.29692191482044
SLERFUSDT,12.131133333333327,-6.775108366533866,2.242638003457063,-1.3841498811049178,1.6202277181621725,0.4782608695652174,6,5,15.224443447967827,49.33803607605539,-33.219597146518026
BANDUSDT,8.857270468431768,-9.418171394517293,3.028459287169061,-1.1403228303276367,2.655791155473864,0.3541666666666667,3,6,15.004045525790598,51.48380788187404,-35.35000774015674
DENTUSDT,9.076875821672637,-11.009468951194185,2.8474428422764686,-1.4627090761627095,1.9466911696114495,0.4166666666666667,3,8,14.98881529992283,56.94885684552937,-40.95585413255587
MKRUSDT,6.302147826086955,-5.59836263133851,1.7257250047742356,-1.0126629463347268,1.704145501739147,0.4893617021276595,4,5,14.960233584919536,39.69167510980742,-24.30391071203344
SXPUSDT,13.81627914963204,-5.867011133200798,3.697298483564336,-1.1887456806577428,3.110251876178082,0.3125,2,5,14.77860139230672,55.45947725346503,-39.22860746170552
FORTHUSDT,6.975275893468576,-6.777893120631414,1.9774520394151072,-1.4525122227936669,1.3614013075991924,0.5208333333333334,8,5,14.768557728465067,49.43630098537768,-33.407781124254335
SKLUSDT,12.352423450905636,-8.460846616541353,3.5248255765740333,-1.4405876776837512,2.4467969781897785,0.3541666666666667,4,6,14.738713635227192,59.92203480175856,-44.658218008196286
PHBUSDT,8.328523457563419,-9.506026215749191,3.068369721607485,-1.5235024198043925,2.0140235300718743,0.3958333333333333,4,5,14.67155609002263,58.29902471054221,-44.18157017432738
PUFFERUSDT,9.790567167817947,-10.995013414958745,2.2736516356846703,-2.032581390903582,1.118602997085357,0.5416666666666666,4,4,14.303664518562035,59.11494252780143,-44.7167905998788
BTCUSDT,3.0121257530627794,-2.057194685081722,0.8923666692247363,-0.4439468881451656,2.01007528840464,0.5531914893617021,4,3,13.829683893933115,23.201533399843143,-9.322884651048478
MOVRUSDT,9.447747862356616,-12.730681222997678,3.4716544612622524,-1.4500279256111257,2.394198346076057,0.3541666666666667,2,5,13.736112779092345,59.01812584145829,-44.95086569394489
DYMUSDT,10.27387361963191,-10.69638386491556,3.430947804590923,-1.7261189198981048,1.9876659510767989,0.3958333333333333,4,6,13.614355068168855,65.18800828722753,-50.05744867704504
FIOUSDT,7.146069765092192,-6.75623225806452,2.7020729713997538,-1.2618490174244412,2.141359967862837,0.3958333333333333,4,6,13.556762197904153,51.33938645659532,-36.5936215053088
BAKEUSDT,9.339625902335468,-7.375853686826835,2.667839065338576,-1.5563254508792612,1.714190989957373,0.4375,3,5,13.482671122521731,56.02462037211009,-42.02078717374005
GRTUSDT,8.104979663345931,-13.45264346852666,2.8746338373277167,-1.3889708307608748,2.069614259467925,0.3958333333333333,4,5,13.058243707380806,54.61804290922662,-40.28015409206537
TOKENUSDT,8.405130436425459,-10.774040542832914,3.066703816129921,-1.550246101791197,1.9782045009412164,0.3958333333333333,5,8,12.973374199942109,58.2673725064685,-44.95713695194471
GTCUSDT,7.082456815356997,-8.035672803347278,2.538159999828955,-1.1834966860223928,2.1446278893770647,0.3958333333333333,3,5,12.965607225095413,48.22503999675015,-34.32140389464939
CTSIUSDT,7.350191629297461,-8.359774401432093,2.8128792890590937,-1.090857274667367,2.578595160321793,0.3541666666666667,3,5,12.824613685971688,47.81894791400459,-33.81657551468838
1000CATUSDT,10.967538651994502,-10.177254704595189,4.138552295419086,-2.055170461609356,2.0137270230024047,0.375,3,6,12.778079459895205,74.49394131754356,-61.655113848280685
10000LADYSUSDT,15.865087543655417,-16.907644126074487,4.206813459420616,-1.9620324512860177,2.144110030730252,0.3617021276595745,3,5,12.7345889053266,71.51582881015047,-58.86097353858054
CETUSUSDT,10.419698543445508,-9.641991651382888,3.225516227944283,-2.019154448539678,1.597458891902542,0.4375,3,6,12.693104928014424,67.73584078682994,-54.517170110571314
SCUSDT,6.669020400728595,-9.635849932157402,2.3165009231106355,-1.447881761585169,1.5999240991712511,0.4583333333333333,3,6,12.674142902840588,50.96302030843398,-37.644925801214384
NYANUSDT,7.774506052568117,-10.711098944193076,3.0559167568111514,-1.9079748944886088,1.601654594952217,0.4375,6,7,12.55149120114953,64.17425189303418,-51.51532215119243
SYNUSDT,7.629574313288787,-9.278824246483593,2.873609998479792,-1.4534478332008376,1.9770988217385277,0.3958333333333333,5,5,12.413540501357822,54.59858997111605,-42.14998716282429
JASMYUSDT,10.191881105066168,-13.70570509433043,2.808860802276423,-1.855210465469337,1.514038894539024,0.4583333333333333,4,5,12.368502487126513,61.79493765008131,-48.23547210220276
PIRATEUSDT,7.865820304568524,-3.947154128440365,2.2622845119144186,-1.61944829280173,1.3969476654302737,0.4680851063829787,6,6,12.31434291680318,49.77025926211721,-40.48620732004325
ALICEUSDT,8.525998074277847,-6.343663414634154,2.7987770310746507,-1.0976293027167072,2.549838113967518,0.3541666666666667,2,6,12.299384075239692,47.57920952826906,-34.02650838421793
TLMUSDT,8.4048796460177,-7.450589760528491,2.4325168227897374,-1.1644495194191913,2.0889843503074634,0.3958333333333333,2,4,11.971487784407833,46.21781963300501,-33.76903606315655
LUMIAUSDT,10.870694333843812,-7.6524732240437,3.772096314941279,-1.7260820933718726,2.1853516292336663,0.3541666666666667,5,6,11.928761072612382,64.12563735400174,-53.50854489452805
BADGERUSDT,4.132166925064583,-7.615573055279706,1.7838322928863313,-1.2980859866354832,1.374201949063372,0.5,4,5,11.82673504901864,42.81197502927195,-31.1540636792516
SAGAUSDT,10.609244675897562,-12.067025930372154,4.379772207055546,-1.7934292332844768,2.442121565641291,0.3333333333333333,3,6,11.732447905905858,70.07635531288874,-57.38973546510326
TRBUSDT,11.528780828007784,-8.177041508174852,2.685711744538945,-1.1978302581799904,2.2421471875486554,0.375,3,7,11.705958109227518,48.34281140170101,-35.93490774539971
VANRYUSDT,8.562524286272964,-11.679066585067329,2.8647005792836278,-1.7861351205338425,1.6038543480559422,0.4375,4,5,11.414480472367622,60.15871216495618,-48.22564825441374
STPTUSDT,11.34964620079341,-12.893138251804327,4.749529365078414,-2.542316683698626,1.8681895121612777,0.3958333333333333,4,6,11.411560773377769,90.24105793648984,-73.72718382726016
AEROUSDT,9.0635904562766,-4.692317252931322,2.589576814242084,-1.3017946117213748,1.9892360829623212,0.3958333333333333,3,6,11.369284358130718,49.20195947059959,-37.75204373991987
RDNTUSDT,8.675485950413227,-9.147680225988696,2.8241796547279923,-1.171464312465239,2.4108115157044483,0.3541666666666667,3,6,11.194406924765705,48.01105413037587,-36.31539368642241
PRIMEUSDT,10.543763602426504,-5.297895789105338,3.749205727564584,-2.0228004543686584,1.8534728521873691,0.4042553191489361,6,6,11.186149800490291,71.2349088237271,-56.63841272232244
FOXYUSDT,8.027808335648796,-6.388837189879633,2.6010674549674904,-1.7568958170496027,1.4804904364423417,0.4583333333333333,4,6,11.09534746062566,57.22348400928479,-45.67929124328967
SUIUSDT,9.647645520082405,-10.518287238177509,3.219300028329238,-1.703113377709125,1.8902441085041275,0.3958333333333333,4,5,10.847788727443303,61.166700538255526,-49.39028795356462
SOLAYERUSDT,8.80094471914761,-0.8061956145693676,6.770720726881809,-0.4994099944446373,13.557439382868388,0.6,2,2,10.759816195003491,20.312162180645423,-0.9988199888892746
DOTUSDT,9.090482926829273,-10.996964397905751,2.384581539832956,-1.2378312929514323,1.9264188532083888,0.4042553191489361,3,4,10.585422678246216,45.30704925682616,-34.65927620264011
PRCLUSDT,8.783742492012784,-12.903223890784984,3.4779939656513124,-2.1243203131434583,1.63722671394351,0.4166666666666667,3,7,10.563032733459284,69.55987931302624,-59.48096876801683
ANKRUSDT,8.060273617560146,-10.088802139582269,2.912413272649978,-1.35748178673296,2.145452926966525,0.375,4,5,10.53225858131547,52.423438907699605,-40.7244536019888
MASAUSDT,14.93064771226953,-9.75739287833828,4.139729520255733,-2.784162848110571,1.4868848361600315,0.4166666666666667,3,5,10.4572271986977,82.79459040511466,-77.95655974709598
ASTRUSDT,7.717226209579376,-10.64326266243142,2.3029834925798918,-1.4328491268139016,1.6072756366895582,0.4468085106382978,4,5,10.251388620360792,48.36265334417772,-37.25407729716144
FLOCKUSDT,12.941962436548229,-10.354788147036766,4.704151598546256,-2.8769721048762924,1.6351050434493284,0.3684210526315789,6,8,10.23001049961236,65.85812237964758,-69.04733051703101
OLUSDT,11.895356601658818,-12.488457264017589,3.5464332584878107,-2.2020139780901675,1.6105407566775185,0.4166666666666667,5,5,10.191754776545764,70.92866516975621,-61.65639138652469
NKNUSDT,7.192346407970641,-11.572125983638491,2.408090588284749,-1.4768792668554032,1.6305263688968277,0.4375,4,5,10.040153906663477,50.569902353979735,-39.87574020509589
MEWUSDT,8.74525713455391,-8.961123512747866,2.382560246521856,-1.4898822048641076,1.5991601475226491,0.4375,3,6,9.992862905386646,50.03376517695897,-40.2268195313309
STGUSDT,8.978382524271844,-6.3965894389439,2.635914733773219,-1.5144089758379675,1.7405567292776305,0.4166666666666667,2,5,9.96167142975508,52.71829467546439,-42.403451323463095
NFPUSDT,8.89150932754881,-10.01082812769629,2.88380860107298,-1.6611491034220502,1.7360323616538635,0.4166666666666667,4,4,9.946327512382537,57.6761720214596,-46.51217489581741
FUELUSDT,9.739735483870968,-10.3168853146853,3.4445339209244783,-2.440119491101111,1.4116251001175857,0.4468085106382978,4,8,9.531420768585674,72.33521233941404,-63.44310676862889
UMAUSDT,8.926371428571438,-10.791141335131485,2.27120388378466,-1.698893179003922,1.3368726838471914,0.4791666666666667,4,6,9.500987567304923,52.23768932704718,-42.47232947509805
AXSUSDT,7.928123172129269,-8.06278966729781,2.7910031757003733,-1.3238590701401731,2.108232846419865,0.375,3,5,9.462486620393056,50.23805716260672,-39.7157721042052
BEAMUSDT,8.815582120175858,-10.955258321479366,3.3832879678980863,-1.654163566025205,2.0453164592591047,0.375,3,6,9.428485584356771,60.89918342216556,-49.62490698075615
BERAUSDT,12.263526479866384,-5.132002699896155,6.7563904593274655,-2.81842602465044,2.3972211440835807,0.4,2,2,9.414680285399465,27.025561837309866,-16.91055614790264
METISUSDT,10.158427568173323,-11.442877966101712,2.702654307475884,-1.5983038948193544,1.690951461881626,0.4166666666666667,3,6,9.182796881908132,54.05308614951768,-44.752509054941925
BICOUSDT,9.364340335679485,-5.347701955671438,2.679673306474448,-1.304816285128237,2.053678618987416,0.375,3,5,9.151718972979037,48.23411951654007,-39.14448855384711
AVAUSDT,10.159186730424397,-11.990230671404534,2.800717776353544,-2.015565796960944,1.3895442066820378,0.4583333333333333,5,8,9.14241554821814,61.61579107977798,-52.40471072098455
LDOUSDT,11.314388462600055,-4.604822424404608,2.8623135267060973,-1.86714777341296,1.532987140848565,0.4375,3,7,8.983399640174575,60.10858406082804,-50.41298988214992
GNOUSDT,5.242458583784211,-6.062993278141587,1.5479268763578309,-1.0002047518902213,1.547610000284947,0.4680851063829787,5,6,8.954869192803368,34.05439127987228,-25.00511879725553
GMEUSDT,9.853680985588106,-6.4908911383018095,3.249607005754068,-2.154081297073608,1.5085814124883627,0.4375,5,6,8.95092652220158,68.24174712083543,-58.16019502098742
RUNEUSDT,13.973281611208408,-16.781370684667323,3.716085687883344,-2.333279807729118,1.592644686493924,0.4166666666666667,3,5,8.876617390918382,74.32171375766688,-65.3318346164153
IOSTUSDT,6.0008500485235015,-6.73231556764105,2.48584159017461,-1.153215333899571,2.155574520301246,0.375,4,7,8.843096646356852,44.745148623142974,-34.59646001698713
KSMUSDT,8.418351855375828,-11.251459917110708,3.0743042600436548,-1.2740560424994722,2.41300551741226,0.3404255319148936,3,6,8.677819996969328,49.18886816069848,-39.49573731748364
REQUSDT,5.205207407407413,-4.236844913627629,1.8016910380144784,-1.1502255077551429,1.5663807017554148,0.4583333333333333,5,4,8.632174305194846,39.63720283631853,-29.90586320163371
PIPPINUSDT,31.47433567340709,-24.93549380373555,9.996231428916884,-6.3884508771374415,1.5647348036580706,0.3666666666666666,3,6,8.502611962732644,109.95854571808572,-121.3805666656114
MAXUSDT,10.337936054421752,-4.497555062194927,2.4135267653388413,-1.3705888091323573,1.760941537868465,0.425531914893617,4,7,8.414399220808642,48.27053530677682,-37.005897846573646
MVLUSDT,4.948085593399615,-4.419648923246837,1.9322619038606927,-1.132885631909482,1.7056107425458824,0.4375,4,7,8.379130598347162,40.57749998107455,-30.58791206155601
ONTUSDT,7.415805723090468,-11.015137835279264,2.6817811585266065,-1.4423871015205811,1.8592659042079909,0.3958333333333333,5,7,8.36401953486423,50.95384201200552,-41.829225944096855
SCAUSDT,10.164599046862596,-10.129791706539088,2.9288693575502625,-1.9979504894882163,1.4659369053236675,0.4583333333333333,3,3,8.211120202609159,64.43512586610578,-51.946712726693626
SUSHIUSDT,10.203177937751434,-14.501868654738246,3.222592036078571,-1.8055629682040568,1.7848128771072402,0.3958333333333333,3,5,8.172055120441625,61.22924868549285,-52.36132607791764
SNTUSDT,7.0392022363251785,-7.5129296137339105,2.3767098906884385,-1.3633205190549185,1.743324374180198,0.4166666666666667,3,4,8.0963970176048,47.53419781376877,-38.17297453353772
NTRNUSDT,7.519497203471555,-7.032996048808831,2.8146248032575536,-1.236810528736627,2.2757121950866863,0.3541666666666667,2,6,8.075089314886226,47.84862165537841,-38.34112639083543
JUPUSDT,10.294657533225685,-10.594574251212329,2.5479593130715616,-1.854232195818092,1.3741317397131032,0.4583333333333333,4,9,7.718458739324621,56.05510488757436,-48.21003709127038
ATAUSDT,9.497799999999994,-5.4990287526426975,3.0294112945634937,-1.2760435278796896,2.374065796640378,0.3541666666666667,3,10,7.711271168580199,51.499992007579394,-39.55734936427038
GEMSUSDT,14.513578019586497,-8.415332694938435,3.7335426963856375,-1.762087078031967,2.118818498206991,0.3541666666666667,4,8,7.678124484144708,63.47022583855584,-54.62469941899098
PENDLEUSDT,8.893124782788583,-12.397176563190946,2.5891952159874405,-2.059394939071096,1.2572601626161686,0.4791666666666667,5,6,7.673814964583189,59.551489967711134,-51.48487347677739
