Trading Pair,Biggest Win,Biggest Loss,Average Win,Average Loss,Risk-Reward Ratio,Win Rate,Longest Win Streak,Longest Loss Streak,Last PnL Value,Total Wins,Total Losses
GMEUSDT,9.853680985588106,-6.4908911383018095,1.8028065591362832,-1.983199911511561,0.9090392494835352,0.5684210526315789,7,4,14.909732243738883,97.35155419335928,-81.311196371974
SOLAYERUSDT,8.80094471914761,-0.8061956145693676,3.540114828060557,-0.5027963061941452,7.040852894996426,0.7,2,1,14.7188888810888,24.780803796423896,-1.5083889185824355
SOLUSDT,10.03641003861004,-6.17026361487212,1.3299011862054346,-1.2693613944692717,1.0476931093067274,0.5494505494505495,7,4,14.148694365928227,66.49505931027173,-52.043817173240136
REQUSDT,5.205207407407413,-4.236844913627628,1.0739771760749917,-1.0471456918492186,1.025623448995325,0.5670103092783505,6,4,13.989460296967396,59.06874468412454,-43.98011905766718
BTCUSDT,3.012125753062781,-2.057194685081722,0.5257912335220837,-0.380928394414693,1.3802888974185723,0.5824175824175825,7,4,13.342691534050545,27.866935376670437,-14.475278987758331
SSVUSDT,10.288542157612865,-9.846297995545662,1.862234815124815,-1.3550537066509054,1.374288565821821,0.4639175257731959,3,5,13.19772438770384,83.80056668061667,-70.46279274584708
EDUUSDT,8.074723076923076,-6.3113482649842325,1.223924974570803,-1.182949346760218,1.0346385311618,0.5483870967741935,5,4,11.931041865759234,62.42017370311095,-49.68387256392916
COMPUSDT,7.533149919455882,-10.068312177436551,1.4611242217226683,-1.3490846191319543,1.0830486101478232,0.5274725274725275,5,8,11.669116575185509,70.13396264268809,-58.01063862267404
GODSUSDT,29.101248275862083,-13.93584928909953,1.808462663878314,-1.4956898226758653,1.2091161124857306,0.4945054945054945,6,4,11.633023153143204,81.38081987452412,-68.8017318430898
SCUSDT,6.669020400728596,-9.635849932157402,1.2524925268517733,-1.1387146310017902,1.0999178308176178,0.5268817204301075,5,6,10.624738447279068,61.37213381573689,-50.10344376407877
STMXUSDT,11.29424921552437,-9.731067623604453,1.4330123109833537,-1.3056269034978731,1.0975664695206613,0.5217391304347826,6,4,10.523722347339854,68.78459092720098,-57.447583753906414
MVLUSDT,4.948085593399616,-4.642004639804638,1.2078629944931911,-1.024833408684325,1.178594476192807,0.5157894736842106,6,4,10.43249260951605,59.18528673016636,-47.14233679947895
MAXUSDT,10.337936054421752,-4.497555062194925,1.3085557524237057,-1.3425576768204697,0.9746737700854016,0.5604395604395604,5,4,10.183798061395644,66.73634337360897,-53.70230707281878
PLUMEUSDT,18.4167723320158,-8.506411443508561,3.0022754622238703,-2.986107300193656,1.0054144611712934,0.5531914893617021,4,3,9.974340316877434,78.05916201782063,-62.70825330406677
1000NEIROCTOUSDT,13.8779261829653,-8.815862702043301,2.3594666457691327,-2.0681579597716064,1.140854176355899,0.4945054945054945,4,4,9.92861911701364,106.17599905961096,-95.13526614949387
CRVUSDT,10.732922520420065,-9.42914663167104,1.9252773586560927,-1.8352982904859667,1.0490269449040357,0.5161290322580645,5,8,9.888006930038015,92.41331321549244,-82.5884230718685
AAVEUSDT,8.186075126044244,-10.18755511102954,1.600525225542311,-1.3548225849805444,1.181354107383215,0.4943820224719101,7,4,9.79602303870827,70.42310992386169,-60.9670163241245
JUPUSDT,10.294657533225685,-10.594574251212329,1.5121989674299188,-1.7591934423913735,0.8595978878674645,0.5698924731182796,7,7,9.65219852115144,80.14654527378569,-70.36773769565494
ANIMEUSDT,8.098358659217869,-9.13753834586467,1.4057839663916771,-1.8806674590555208,0.747492045774891,0.5531914893617021,7,5,9.08298418832052,36.5503831261836,-39.49401664016593
HIGHUSDT,10.33060507131537,-6.719547956131599,1.5246494700542237,-1.2228042821167886,1.2468466886744236,0.4842105263157895,5,7,9.068380244091449,70.13387562249429,-59.91740982372264
TIAUSDT,8.011217815877743,-11.903397604790422,1.7169968505864983,-1.4093534143991455,1.2182869343091716,0.4842105263157895,7,7,9.063888732460455,78.98185512697893,-69.05831730555813
BSWUSDT,17.088972214182338,-9.244709892594672,1.8383167134805312,-1.4155037601005749,1.2987013989633729,0.4631578947368421,4,5,8.745723728106233,80.88593539314337,-72.19069176512932
OMNIUSDT,10.211997203044788,-12.750687467588588,1.5899411268410122,-1.7910717922933337,0.8877037390026736,0.5591397849462365,6,4,8.684326160144067,82.67693859573264,-73.43394348402667
RADUSDT,9.718585935884176,-3.780240141676509,1.4043536954801752,-1.1659382844474533,1.2044837314401324,0.4948453608247423,4,6,8.569052026969617,67.40897738304841,-57.130975937925214
AMBUSDT,8.803130794859593,-10.58654399117972,1.83361310278416,-1.4013221133464655,1.3084879524275472,0.4631578947368421,3,5,8.51577126922964,80.67897652250305,-71.46742778066975
10000ELONUSDT,2.629378947368417,-1.3594467280659353,1.084678701834935,-0.7160495537597468,1.5148095493386384,0.6363636363636364,4,2,8.410308102555906,7.592750912844545,-2.864198215038987
IMXUSDT,8.175476537585418,-7.15605692286153,1.6961304071461785,-1.2415798221556065,1.3661066142339444,0.4526315789473684,6,8,8.084463230499527,72.93360750728567,-64.56215075209154
DASHUSDT,6.869201151631474,-10.802019249887037,1.14004936834648,-1.1836675418883986,0.9631499791974264,0.5463917525773195,7,4,7.6833929614664065,60.42261652236344,-52.081371843089535
MKRUSDT,6.302147826086954,-5.59836263133851,1.0407715445406232,-0.8927232674276797,1.1658389363363793,0.5053763440860215,5,7,7.423461478881579,48.91626259340929,-41.06527030167327
BAKEUSDT,9.339625902335468,-7.375853686826836,1.4552172015774856,-1.3899638038758382,1.0469461129273236,0.5154639175257731,5,6,6.911399220861533,72.76086007887427,-65.3282987821644
GRASSUSDT,11.680005107417909,-18.286112914983768,1.984759497907841,-1.942701242278557,1.0216493687830015,0.5154639175257731,4,5,6.801249279341088,99.23797489539204,-91.30695838709218
INJUSDT,10.75527459010313,-9.658631008490046,1.617037131275164,-1.634739450979601,0.9891711674947168,0.5257731958762887,4,5,6.629992818584896,82.46889369503337,-75.19801474506164
SAFEUSDT,6.890845953639701,-9.225500970873789,1.2889436300552828,-1.2740745246567402,1.011670514644776,0.5263157894736842,4,6,6.611372660949449,64.44718150276414,-57.33335360955331
PEAQUSDT,6.822524809483489,-9.555975743707103,1.5985940518915205,-1.8018602928770389,0.8871908983237751,0.5494505494505495,8,5,6.384367956791802,79.92970259457603,-73.87627200795859
BIGTIMEUSDT,9.845095561581262,-11.546944962788158,1.193533464938366,-1.236489598353059,0.9652596079482524,0.5368421052631579,5,3,5.595964164025387,60.87020671185666,-54.4055423275346
UNIUSDT,7.435306429379697,-10.924718787250583,1.384392430810518,-1.345290536815495,1.029065761577111,0.5161290322580645,6,6,5.362061507856388,66.45083667890486,-60.53807415669728
SAGAUSDT,10.609244675897562,-12.067025930372152,2.05651361529802,-1.6512166613646548,1.2454535273392928,0.4623655913978494,4,7,4.91508044770249,88.43008545781485,-82.56083306823274
UMAUSDT,8.926371428571438,-10.791141335131485,1.3226454677299804,-1.477196598013113,0.895375381658061,0.5463917525773195,9,3,4.839187192467773,70.10020978968896,-64.99665031257697
ATOMUSDT,8.025939871715288,-6.809653416149069,1.1849143598914396,-1.2459170480920465,0.9510379215903464,0.5376344086021505,5,5,4.8217627843278,59.245717994571976,-53.574433067958005
JASMYUSDT,10.191881105066166,-13.70570509433043,1.4975683647095328,-1.752134686926843,0.8547107570458485,0.5578947368421052,6,5,4.590503417925802,79.37112332960524,-73.58965685092741
TOKENUSDT,8.405130436425463,-10.774040542832912,1.6043985072378562,-1.4732386452042368,1.0890282524562995,0.4946236559139785,6,4,4.223253653760565,73.80233133294138,-69.24221632459913
STPTUSDT,11.34964620079341,-12.893138251804327,2.4127922822151517,-2.131534309614388,1.1319509478839425,0.4895833333333333,5,5,3.853742757155152,113.40123726411213,-104.445181171105
BANDUSDT,8.857270468431768,-9.418171394517293,1.3265063525229652,-1.1447784205469302,1.158745071285684,0.4842105263157895,6,7,3.795394993330104,61.0192922160564,-56.09414260679959
TUSDT,5.2241648468708455,-7.751459624876596,1.0151692076876029,-1.1157518183669946,0.9098521651287976,0.5463917525773195,5,5,3.713479742752644,53.80396800744295,-49.09308000814776
CVXUSDT,8.606121377331437,-9.32511666666668,1.8631608418950645,-1.8055029157791704,1.0319345516487364,0.5052631578947369,6,7,3.605839406228177,89.4317204109631,-84.85863704162101
PUFFERUSDT,9.790567167817947,-10.995013414958745,1.4364543009438802,-1.8827693570992747,0.7629475673839208,0.5773195876288659,7,6,3.153409802426446,80.44144085285728,-77.19354364107026
BRETTUSDT,5.765694371091033,-15.198822972672737,1.4312656660066636,-1.9455223708540577,0.7356716568508835,0.5894736842105263,5,4,2.9461364111109787,80.15087729637317,-75.87537246330825
TLMUSDT,8.404879646017697,-7.450589760528491,1.295031711737519,-1.198518364410113,1.0805272160972752,0.4946236559139785,5,6,2.7637998272099424,59.57145873992587,-56.330363127275305
PHBUSDT,8.328523457563419,-9.506026215749191,1.6017552291950852,-1.4566350059974882,1.0996270325785698,0.4838709677419355,5,4,2.71460657970719,72.07898531377883,-69.91848028787943
GRTUSDT,8.104979663345931,-13.45264346852666,1.363365266759598,-1.2536568619222788,1.087510712196876,0.4947368421052631,5,7,2.622993055651272,64.0781675377011,-60.17552937226938
JTOUSDT,9.141697996357008,-9.710549980023966,1.7922941013172575,-1.6330200404553148,1.097533439220706,0.4845360824742268,3,6,2.4912209882113867,84.23782276191112,-81.65100202276574
ROSEUSDT,9.469683686123576,-13.793467305644295,1.2859072770449842,-1.3983967783344138,0.919558237667415,0.5263157894736842,7,5,2.4690880713517447,64.29536385224921,-62.92785502504862
PENGUUSDT,12.43482770780855,-13.17013893129772,1.8419545499063208,-2.3161275650556137,0.7952733595923906,0.5617977528089888,5,4,2.0277343060086586,92.09772749531606,-90.32897503716892
10000LADYSUSDT,8.914386768935763,-16.907644126074487,1.8296743856593736,-1.6752495294725878,1.092180211646084,0.4838709677419355,6,5,2.003103573744246,82.33534735467181,-80.41197741468422
FOXYUSDT,8.027808335648796,-6.388837189879633,1.4266824253878798,-1.668319721421868,0.8551612781823098,0.5473684210526316,7,5,2.000892793659991,74.18748612016975,-71.73774802114033
TRUUSDT,10.30160284682388,-10.974638897555904,1.595234643308579,-1.4365178357058197,1.110487182029853,0.4838709677419355,5,6,1.953001957505792,71.78555894888605,-68.95285611387935
LQTYUSDT,7.433602697210419,-4.909938382764946,1.2480872793632225,-1.3209970678767184,0.9448070020089552,0.5263157894736842,4,4,1.8836679230826068,62.40436396816113,-59.44486805445233
AUCTIONUSDT,7.62228132780084,-10.0124014792145,1.2470177384764485,-1.3620556223823508,0.9155409793730072,0.5368421052631579,7,3,1.852138832254108,63.59790466229886,-59.93044738482343
BICOUSDT,9.364340335679485,-5.347701955671436,1.2803364344098906,-1.3249760263690131,0.9663091323384516,0.5154639175257731,5,4,1.805036491437006,64.01682172049453,-62.273873239343615
ASTRUSDT,7.717226209579376,-10.64326266243142,1.2367545431046474,-1.2608019519956537,0.9809268943048962,0.5161290322580645,4,6,1.7709428025631695,59.36421806902308,-56.73608783980442
COTIUSDT,8.617428124615202,-13.167199205971109,1.5680493059319405,-1.54534956960314,1.0146890624460003,0.5052631578947369,4,7,1.7430876405027311,75.26636668473313,-72.63142977134758
LINKUSDT,8.020196838093455,-10.085940404745278,0.9824214234823878,-1.341163001763803,0.7325145580293942,0.5876288659793815,7,4,1.6945246203505286,55.99802113849611,-53.64652007055212
CTCUSDT,8.961385434173668,-4.737546732610759,0.9578545083007336,-0.941203184410088,1.0176915294874211,0.5154639175257731,4,4,1.6222969648440777,47.892725415036686,-44.23654966727413
PAXGUSDT,0.6521075245365322,-0.5110195386702848,0.1782845228302313,-0.1183548293702605,1.5063561307877615,0.4468085106382978,5,6,1.5600445426340883,7.487949958869716,-6.154451127253547
MEWUSDT,8.74525713455391,-8.961123512747866,1.3737386354173575,-1.3165085857852783,1.0434710796800024,0.4947368421052631,4,6,1.559221006681017,64.56571586461581,-63.192412117693365
KNCUSDT,7.217850586341683,-8.941053852481481,1.1528986918802442,-1.231237491967679,0.9363739322441854,0.5274725274725275,5,5,1.463665531831993,55.33913721025172,-52.943212154610194
METISUSDT,10.158427568173323,-11.44287796610171,1.3284408636259322,-1.4394920740576158,0.9228538924020232,0.5257731958762887,6,7,1.4160684256045832,67.75048404492254,-66.21663540665033
CATIUSDT,10.214146153846146,-12.264195430312263,1.4903100283644155,-1.528811780606497,0.9748158977249592,0.5157894736842106,4,5,1.4124430285804146,73.02519138985637,-70.32534190789886
MBLUSDT,6.312748041566744,-7.730437791932073,1.732360610602827,-1.170099173694546,1.480524599579847,0.3978494623655914,4,6,1.1521714479926386,64.09734259230461,-65.52555372689457
RONINUSDT,2.0445151003827826,-1.347276060848673,1.1843465789149947,-0.5702293003642426,2.076965491177804,0.5,2,2,1.133696293630338,3.553039736744984,-1.7106879010927276
ALUUSDT,9.39875900587561,-17.08811963410649,1.6011273771430272,-2.620934523736317,0.6108994187540837,0.6190476190476191,5,3,0.9567783435282258,62.44396770857806,-62.90242856967161
SYNUSDT,7.62957431328879,-9.278824246483593,1.561324541392893,-1.50980585317103,1.0341227238678792,0.4947368421052631,5,3,0.8765101863225906,73.38225344546596,-72.47068095220945
AEROUSDT,9.063590456276598,-4.692317252931322,1.3385379461186775,-1.2371143230367987,1.0819840342911151,0.4838709677419355,6,5,0.7720886970251771,60.23420757534049,-59.38148750576634
SFPUSDT,4.565769179966979,-4.872975347912524,0.7243515504824314,-0.8667889132484162,0.8356723758357957,0.5473684210526316,4,3,0.2940494366939679,37.66628062508643,-37.2719232696819
GNOUSDT,5.242458583784211,-6.0629932781415885,0.8421223911817797,-0.970846284985828,0.8674106335938366,0.5376344086021505,5,4,0.2653260148849998,42.10611955908898,-41.74639025439061
JOEUSDT,8.42333191489361,-7.801071216008219,1.4168579623943174,-1.25099213428196,1.1325874268646463,0.4736842105263157,4,8,0.2507786490956254,63.75860830774428,-62.549606714098
CLOUDUSDT,7.533121821036115,-5.613929019211323,1.4974566219180707,-1.705423150349433,0.8780557608891665,0.5463917525773195,9,5,0.1115220358613954,79.36520096165775,-75.03861861537506
DYMUSDT,10.27387361963191,-10.69638386491556,1.6987545586657544,-1.7015885279913805,0.9983345154959576,0.5051546391752577,5,6,0.0465194890220724,83.23897337462196,-81.67624934358626
FORTHUSDT,6.975275893468576,-6.777893120631417,1.214376142697646,-1.325737570091786,0.9160003986411656,0.5263157894736842,6,4,-0.1993456519063703,60.7188071348823,-59.65819065413037
CTSIUSDT,7.350191629297461,-8.359774401432093,1.2579491013752366,-1.21237007963035,1.037594974101294,0.4947368421052631,5,6,-0.2479147709651981,59.12360776463612,-58.1937638222568
PYTHUSDT,9.279921627800643,-8.303464431006049,1.477118771373592,-1.208016536701221,1.2227637010725194,0.4536082474226804,4,7,-0.2722405976059258,64.99322594043805,-64.02487644516471
DENTUSDT,9.076875821672637,-11.009468951194185,1.4735972669994837,-1.4299064391745484,1.0305550255792657,0.4948453608247423,4,6,-0.3369341166283253,70.7326688159752,-70.06541551955287
GTCUSDT,7.082456815356998,-8.03567280334728,1.3165566054506126,-1.131589246821832,1.1634580384607556,0.4631578947368421,4,6,-0.7205898250918066,57.92849063982696,-57.71105158791343
USDCUSDT,0.0878000000000012,-0.0822160032006313,0.0219609238354986,-0.0138860387411127,1.5815110590523107,0.1263157894736842,2,28,-0.9012001394763848,0.2635310860259841,-1.15254121551236
NFPUSDT,8.89150932754881,-10.01082812769629,1.3613964311221345,-1.445113103450809,0.942069121005985,0.5157894736842106,6,4,-0.9844472470123014,66.70842512498459,-66.4752027587372
PRIMEUSDT,10.543763602426504,-5.297895789105338,1.940768780095948,-1.8507698205647771,1.0486278512493288,0.4947368421052631,10,7,-1.0311650235141123,91.21613266450956,-88.83695138710931
MYROUSDT,10.596469623059866,-10.95192067039106,1.6066524671811144,-1.728441719270538,0.9295381205327404,0.5161290322580645,5,3,-1.4256423303057824,77.11931842469349,-77.77987736717421
LAIUSDT,9.928412244897968,-9.717839810426536,1.6841875533314492,-2.1980294761948214,0.7662261000462453,0.5670103092783505,7,7,-1.49872130810147,92.63031543322973,-92.3172380001825
MOVRUSDT,9.447747862356616,-12.730681222997676,1.5257669346672875,-1.457075508374112,1.0471433538607928,0.4842105263157895,5,8,-1.542568284057305,70.18527899469522,-71.39669991033149
LOOKSUSDT,11.154824793388435,-8.238736430834226,1.4711928498531197,-1.7267914561339262,0.8519806167833025,0.5368421052631579,4,6,-1.5749717888206387,75.03083534250909,-75.97882406989275
AVAXUSDT,8.042751837317168,-9.496279655543583,1.2591257421245745,-1.1062725440366186,1.1381695667237823,0.4639175257731959,5,6,-1.6992854235442547,56.66065839560586,-57.52617228990416
BEAMUSDT,8.815582120175858,-10.955258321479365,1.710689060838837,-1.473134671778713,1.1612577543730558,0.4631578947368421,4,7,-1.7053404408581827,75.27031867690883,-75.12986826071436
DOTUSDT,9.090482926829273,-10.996964397905751,1.3262925238063106,-1.1739817272076658,1.129738643344065,0.4623655913978494,6,5,-1.730858212651805,57.03057852367135,-58.69908636038329
RUNEUSDT,13.973281611208408,-16.781370684667323,1.8479569931620017,-2.004498387774519,0.9219049535947412,0.5157894736842106,5,5,-1.7702949230229652,90.54989266493808,-92.20692583762788
FUSDT,12.112724181963287,-17.430040701498,1.8224845873750988,-1.9547232322410608,0.9323491721565348,0.5154639175257731,5,5,-1.8108112255180893,91.12422936875494,-91.87199191532986
FDUSDUSDT,0.0779201802703968,-0.2125786816269275,0.0215275616738843,-0.0294210539280377,0.7317059996062542,0.1958762886597938,2,15,-1.9180485646131653,0.4090236718038026,-2.2948422063869423
MBOXUSDT,8.409817167381965,-7.346832768361589,1.463261196476581,-1.2274753318167906,1.1920901044184755,0.4526315789473684,4,5,-2.331738437559077,62.92023144849298,-63.82871725447311
GUSDT,7.231242930953497,-9.8271576510446,1.2008731625210196,-1.1541316691126964,1.0404992728812807,0.4845360824742268,4,4,-2.3415703205025915,56.441038638487925,-57.70658345563482
OLUSDT,11.89535660165882,-12.48845726401759,1.965865124287232,-2.3528024147338176,0.8355419528543956,0.5368421052631579,4,6,-2.3447039163249355,100.2591213386488,-103.52330624828798
USDEUSDT,0.0378600901351984,-0.1824162595114162,0.0136056025955522,-0.0337697996424691,0.402892606399764,0.1958762886597938,2,19,-2.3576998504596647,0.2585064493154923,-2.634044372112596
SUSHIUSDT,10.203177937751434,-14.501868654738246,1.7378672873827483,-1.7375593000932483,1.0001772528220956,0.4946236559139785,5,4,-2.419259371909829,79.94189521960644,-81.66528710438268
STORJUSDT,6.995159486986047,-9.456996411318144,1.0212030012423512,-1.1686966842701785,0.8737964392190151,0.5263157894736842,5,3,-2.4224777833851023,51.060150062117565,-52.591350792158025
ETHUSDT,3.432607581849507,-5.659834916434258,0.6073854441055102,-0.9898764892627612,0.6135972019679726,0.6043956043956044,7,3,-2.429699452343138,33.40619942580306,-35.6355536134594
GIGAUSDT,9.578966164796066,-11.076493686780603,2.20515949525896,-3.033802067021838,0.7268633373381792,0.5670103092783505,6,5,-2.5425759786682827,121.2837722392428,-127.4196868149172
ALICEUSDT,8.525998074277847,-6.343663414634152,1.4019179069454517,-1.1888404746925831,1.1792313071339258,0.4536082474226804,5,9,-2.5774743219184657,61.68438790559988,-63.0085451587069
HFTUSDT,7.238504500978477,-10.540316591928242,1.3463003757328806,-1.475310370537938,0.9125539971917797,0.5157894736842106,5,7,-2.736022933636752,65.96871841091115,-67.86427704474515
MOCAUSDT,9.379474790514273,-6.871984591500091,1.619365874267893,-2.0666169887767705,0.7835829682337,0.5368421052631579,6,6,-3.0583946677510765,82.58765958766254,-90.9311475061779
APEUSDT,8.07087012374778,-10.788490322580651,1.396000732011475,-1.4242971660712715,0.980133054580282,0.4948453608247423,4,4,-3.092700031239527,67.00803513655079,-69.7905611374923
CELRUSDT,5.959554780652429,-7.924905314009662,1.305583538362424,-1.2516921986870406,1.0430547859385175,0.4845360824742268,9,7,-3.1888363909064923,61.36242630303392,-62.58460993435203
1000000CHEEMSUSDT,58.34541741515255,-19.27536056002382,2.5153316280769844,-3.1440377896362754,0.8000322503655326,0.5520833333333334,10,7,-3.291411931585826,133.31257628808018,-135.19362495435985
NTRNUSDT,7.519497203471554,-7.032996048808832,1.3713997143328096,-1.2197923856917845,1.1242894532048122,0.4631578947368421,4,9,-3.3002301892941097,60.34158743064362,-62.20941167028099
NKNUSDT,7.192346407970639,-11.572125983638491,1.3851350277069168,-1.2469916079981969,1.1107813547602636,0.4631578947368421,6,7,-3.30463903102407,60.94594121910434,-63.59657200790804
OXTUSDT,5.877734210526318,-8.356329530600112,1.3826675851608945,-1.311426282045549,1.0543235285815868,0.4731182795698925,4,7,-3.34776468874762,60.83737374707935,-64.25988782023188
SNTUSDT,7.039202236325179,-7.5129296137339105,1.3141368598889864,-1.5072009185897297,0.8719055592923929,0.5263157894736842,5,4,-3.3820246047147475,65.70684299444932,-67.82404133653783
AGIUSDT,9.341447085854345,-9.444775684766949,1.2361642020696044,-1.5547633485867944,0.795081903103272,0.5473684210526316,6,4,-3.3887665755839693,64.28053850761943,-66.85482398923216
MANEKIUSDT,6.517196551724138,-6.5303899109792365,1.3506480355739865,-1.72051705497485,0.7850244969491045,0.550561797752809,6,4,-3.397929437664524,66.18175374312533,-68.82068219899399
ONTUSDT,7.41580572309047,-11.015137835279264,1.2567566656766405,-1.3406078246057984,0.9374528796638836,0.5052631578947369,5,5,-3.4448443370382096,60.32431995247874,-63.00856775647253
SUSDT,11.710947410358571,-12.205223758099358,2.46346104616226,-1.9872972970427567,1.2396036817581693,0.4375,6,9,-3.47258874534527,68.97690929254328,-71.54270269353925
KAVAUSDT,5.3579655068647885,-8.11221410437235,0.9934161883124688,-1.3809470712054603,0.7193731092425528,0.5684210526315789,8,5,-3.685147424598379,53.64447416887332,-56.618829919423874
JELLYJELLYUSDT,25.037419651347065,-21.484070730425632,5.575818047658537,-6.232182377141815,0.8946814631274801,0.4571428571428571,4,4,-3.815048526526829,89.21308876253659,-118.4114651656945
